WETH_balance_uni,WETH_balance_sushi,decimals,other_balance_uni,other_balance_sushi,token,arb_cond,arb_act,optimal_dx,profit_USD,ROE_in_%
512067919694916782941,1487304566247557852,18,3684950548571298301031699,10484372331114943480183,0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429,True,Sell Eth at Uni,0.010727236,-9,-46.09812765427129
11863706845782490450,11681207300930390904,18,8213043463312487906043,8056602073105583421630,0x8888801af4d980682e47f1a9036e589479e835c5,False,-,-0.006723526,0,0.0
148053048832526981967,5040980138035031093,18,2792769650777279393565162,92196039144122284108417,0x1f3f9d3068568f8040775be2e8c03c103c61f3af,True,Sell Eth at Uni,0.05960819,-7,-6.452391602821435
8785210602343145551,4964176562682159587,18,195252275893792003767122,109163406979602284252315,0xb1f871ae9462f1b2c6826e88a7827e76f86751d4,True,Sell Eth at Uni,0.007314271,-9,-67.60830908582612
6336299650157203856,19922839594077624849,18,27107121005081953383970,86884514099780179501482,0x875773784af8135ea0ef43b5a374aad105c5d39e,True,Sell Eth at Sushi,-0.060744728,-9,-8.14071460663211
31040773028814893273,15395130641174898673,18,29240322872779005211836,14300998178636217345750,0x0b38210ea11411557c13457d4da7dc6ea731b88a,True,Sell Eth at Uni,0.040862504,-9,-12.101693388772613
23841912094679218067,1100754191267244625,9,67082513584720,2894168777103,0x07150e919b4de5fd6a63de1f9384828396f25fdc,True,Sell Eth at Uni,31111221.923387058,-6,-1.0596508567942441e-08
12167079815181110244,14673744884330639854,18,338280580019348034663740,408219332843208448978368,0x0c7d5ae016f806603cb1782bea29ac69471cab9c,False,-,-0.022056392,0,0.0
39102553030137277958,1025656484057004740,18,1968457467038314343186,50431731667355621346,0xee06a81a695750e71a662b51066f2c74cf4478a0,True,Sell Eth at Uni,0.008645835,-9,-57.19580520626342
44728338337423807381,40226532305593492786,18,1951046854755390573661720653,1742667375854162066265631785,0x374cb8c27130e2c9e04f44303f3c8351b9de61c1,True,Sell Eth at Uni,0.009114207,-9,-54.25655731820602
50524944515915011153,11445126060110703557,18,46885525108049909796,10696555230163515943,0xe95a203b1a91a908f9b9ce46459d101078c2c3cb,True,Sell Eth at Sushi,-0.06172676,-9,-8.011201211686705
3142203499674180343,29939207849944095501,18,5520304459124760911799,53663951037294058048379,0x853d955acef822db058eb8505911ed77f175b99e,True,Sell Eth at Sushi,-0.037022701,-9,-13.356818415422865
57423539557445235245,1055658965203949262952,18,11883215938991002336649,219926690317592822612102,0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0,True,Sell Eth at Sushi,-0.346217661,-9,-1.4283081142573328
102610305436924877729,35747668998998629542,18,1176097923802405068686972,409093398799793033525087,0xc944e90c64b2c07662a292be6244bdf05cda44a7,False,-,-0.059142164,0,0.0
49714648303838030580,11371794773060949079,18,11047389052198397840661,2502333145081767021449,0x77777feddddffc19ff86db637967013e6c6a116c,True,Sell Eth at Uni,0.017547383,-9,-28.181153537567084
18285804056005772403,21446625888283176818,18,539308401186731470776003,633650470124623693594588,0xe0ad1806fd3e7edf6ff52fdb822432e847411033,False,-,-0.038503692,0,0.0
51533880667500373742,1394051974716685492,18,162996737190800093952954,4406704921927193846005,0x111111111117dc0aa78b770fa6a738034120c302,False,-,-0.003700605,0,0.0
2836747630196428501,10227118858044011034,18,167773520532267477632289,603150374224040943543617,0x9f9913853f749b3fe6d6d4e16a1cc3c1656b6d51,False,-,-0.003534369,0,0.0
137186703882298753016,313392606604857936761,18,97302041622091147701353,223144215284415331389613,0x5a98fcbea516cf06857215779fd812ca3bef1b32,False,-,-0.473242639,0,0.0
2974019613714148671,16511974442572813743,18,280457853367927395049,1589537843285365259163,0x87d73e916d7057945c9bcd8cdd94e42a6f47f776,True,Sell Eth at Sushi,-0.033531108,-9,-14.747663408721673
23790380131234527944,2588080021463539826,18,323064191790013302265071719,34862289553997478256153993,0xd2877702675e6ceb975b4a1dff9fb7baf4c91ea9,True,Sell Eth at Uni,0.002414813,-9,-204.78003659310036
7225049319365577626,36932006572421412109,18,10580056631404059835544,54836067385587718100250,0x3155ba85d5f96b2d030a4966af206230e46849cb,True,Sell Eth at Sushi,-0.060058373,-9,-8.233747765786038
11528890209253962408,32357661747668024076,18,1363948000127473852746,3886801329474043982858,0x9c78ee466d6cb57a4d01fd887d2b5dfb2d46288f,True,Sell Eth at Sushi,-0.09039863,-9,-5.470276424603941
55054759058160318391,11445893041997429118,18,266864345767116159577264,55864948148156795649432,0x73968b9a57c6e53d41345fd57a6e6ae27d6cdb2f,True,Sell Eth at Sushi,-0.061622707,-9,-8.024728522644981
20017124996628097402,7302629107307972791,18,7008898478872341251756237,2563366314161422129521490,0x1337def16f9b486faed0293eb623dc8395dfe46a,False,-,-0.022861504,0,0.0
98219324683516895821,4865722097476928313,6,246734881041,12269423588,0x2b89bf8ba858cd2fcee1fada378d5cd6936968be,False,-,-22859865545.930042,0,0.0
34461782743780441841,32437018872000806030,18,4436839113273798829211570,4160541813293727835969659,0x725c263e32c72ddc3a19bea12c5a0479a81ee688,False,-,-0.018943505,0,0.0
345123644027329542864,39585827704140088660,18,1162673278209971490713364,133346297212759628216855,0xeeaa40b28a2d1b0b08f6f97bb1dd4b75316c6107,False,-,-0.10542593,0,0.0
84509232631479741628,14302088228061207192,18,3378868175244016529739385,571087219683950603165183,0xebd9d99a3982d547c5bb4db7e3b1f9f14b67eb83,False,-,-0.028901902,0,0.0
106742897961214788238,16930377058678879034,18,109166542388722440419139,17225625743847278562971,0x0f51bb10119727a7e5ea3538074fb341f56b09ad,False,-,-0.006188278,0,0.0
68989350060115808527,9495465413540637422,18,39256180045517650946980951,5316031577357621860680907,0xc690f7c7fcffa6a82b79fab7508c466fefdfc8c5,True,Sell Eth at Uni,0.042455001,-9,-11.647756044228913
8722770257060279241,12639396402474432413,18,27913461714085547440023,39976227002033674128664,0x1b40183efb4dd766f11bda7a7c3ad8982e998421,True,Sell Eth at Uni,0.014713545,-9,-33.60886139305616
43267487334491022543,6471174718725064671,18,69537816475292907579781,10321503317839205744599,0x0cec1a9154ff802e7934fc916ed7ca50bde6844e,True,Sell Eth at Uni,0.004468266,-9,-110.67055866984965
1676967390207815888240,10306683200791727654,18,23863904090067701228499458,145394694290464931190641,0xe53ec727dbdeb9e2d5456c3be40cff031ab40a55,True,Sell Eth at Uni,0.013859883,-9,-35.67890829276802
22078465436832989961,8914645462038609670,18,8999235773691052464584185,3626472544575178178542929,0x1c9922314ed1415c95b9fd453c3818fd41867d0b,False,-,-0.012853599,0,0.0
23743573151350052335,1889884979219185549,18,50870011795328103425635,4064773333605163552299,0x126c121f99e1e211df2e5f8de2d96fa36647c855,False,-,-0.008715886,0,0.0
130023971673266387171,23523142457202280074,18,4858413692011029097558,887657041468031920150,0x41d5d79431a913c4ae7d69a668ecdfe5ff9dfb68,True,Sell Eth at Sushi,-0.1595489,-9,-3.0993977050640558
84056348806188135540,18546113572950462678,18,1542141552153709975831906,339761751952861841564199,0xd23ac27148af6a2f339bd82d0e3cff380b5093de,False,-,-0.034700663,0,0.0
9185295042511528678,2181158847280067028150,18,1121948357413710194599,3140972064646395833701335,0x9ea3b5b4ec044b70375236a281986106457b20ef,True,Sell Eth at Sushi,-6.535478189,37031,311.32692525773035
11100664698965191928,211409003818541191474,18,24574314766723275857677,465407071096028966739793,0xf16e81dce15b08f326220742020379b855b87df9,False,-,-0.002273893,0,0.0
31275383372119366308,12126529805924798218,18,2799714556035604867305988,1056947270526272110604748,0x3ebb4a4e91ad83be51f8d596533818b246f4bee1,True,Sell Eth at Uni,0.089584093,-6,-3.680009682861104
24512761713682312628,1718955088069955990,18,2907797439103405417892187,203709321660548902428433,0x7bef710a5759d197ec0bf621c3df802c2d60d848,False,-,-0.004053954,0,0.0
1142830794600776002,19175914816606498472989,18,26772485351943147804,448483018169188658657281,0x767fe9edc9e0df98e07454847909b5e959d7ca0e,False,-,-0.002495097,0,0.0
94009010686728026967,7727506064112747422,18,16423524562092499298675796,1349737861147085386488592,0x6fc2f1044a3b9bb3e43a43ec8f840843ed753061,False,-,-0.020826364,0,0.0
109059793236598204330,3160775111499365690,18,14584174889677334833767506,415772704051811241160512,0xd9016a907dc0ecfa3ca425ab20b6b785b42f2373,True,Sell Eth at Uni,0.015954142,-9,-30.99543018392932
585351844677687030118,12575276482132120029,18,13502367467556528978816673,292094897488644950899643,0x35a532d376ffd9a705d0bb319532837337a398e7,True,Sell Eth at Sushi,-0.080460147,-9,-6.145968071690131
99999973992776586978,11450687991632577376,18,1502891696525077965468283,173454782698554406694683,0xf65b5c5104c4fafd4b709d9d60a185eae063276c,True,Sell Eth at Sushi,-0.072071822,-9,-6.861287543216189
7159975546302485149,1824321132857823305,9,22921757996481506550058,5210847719873626357200,0x378e8c47eb42cce0dd9cff48276a2ab73e9c254f,True,Sell Eth at Uni,74011708.62841013,6,4.454299674737984e-09
1110537141313483766,19312980806466932793,18,286147156175519619624857,5006601358786502799692599,0xa80f2c8f61c56546001f5fc2eb8d6e4e72c45d4c,True,Sell Eth at Sushi,-0.006346864,-9,-77.91335918108447
5886952431671791249,5565105137362818897,18,1340923082937371212671374,1230523627047088291578619,0x2d94aa3e47d9d5024503ca8491fce9a2fb4da198,True,Sell Eth at Uni,0.033716274,-8,-13.037040794022483
251994239304339793048,7336901143316244106,18,14840894013561684316969,423990138764627685057,0x9e32b13ce7f2e80a01932b42553652e053d6ed8e,True,Sell Eth at Uni,0.045676884,-8,-9.623258004211486
56830270781130851942,13338902960666822064,18,587506098650504336928425997427995,141857825103065067418388607822402,0xfb130d93e49dca13264344966a611dc79a456bc5,True,Sell Eth at Sushi,-0.18914361,-4,-1.1619753888604525
11495718523443189762,6314360108837652529,18,8623215209510949922822017,4717978349813819280501140,0x8287c7b963b405b7b8d467db9d79eec40625b13a,False,-,-0.004245982,0,0.0
49331782297768187195,1301725232609959075,18,256235124009979731699,6845369481822212148,0xeec2be5c91ae7f8a338e1e5f3b5de49d07afdc81,True,Sell Eth at Sushi,-0.011802026,-9,-41.900051271323626
181438877403064860543,1553723978021612519,18,8159346249360165544276389,67194843078101183465507,0x37fe0f067fa808ffbdd12891c0858532cfe7361d,True,Sell Eth at Uni,0.024841472,-8,-17.694621299431834
117039727704807919124,1715082161452368848505,18,203796306339832578914684,2994749028114489011834239,0x2e9d63788249371f1dfc918a52f8d799f4a38c94,False,-,-0.482692743,0,0.0
4550232178310039152,23575236909408054812,18,41802140142287567554759100475,200250574786441865919983246822,0x69fe11b042789bc6e2fdaad064afd32bb298ae05,True,Sell Eth at Uni,0.139233917,10,3.9462406954373725
11279403488110905255,6508684972658053403,18,1209657666278908883125468229869,678695474708925096680806218641,0x00c2999c8b2adf4abc835cc63209533973718eb1,True,Sell Eth at Uni,0.045205655,-8,-9.723571963738598
41086515389712120361,13269745234649534062,18,10800981143098357459170231,3483314033147371410223507,0x91dfbee3965baaee32784c2d546b7a0c62f268c9,False,-,-0.022885773,0,0.0
20718035926775809704,19865620979654322584,18,806822088063788729349530755115,767021036674266658799438952397,0xe7eaec9bca79d537539c00c58ae93117fb7280b9,True,Sell Eth at Uni,0.013021675,-9,-37.975567237355754
3281948676260733727,2530475949326712029,18,13067291883919695860065,10257355445192073393551,0x32353a6c91143bfd6c7d363b546e62a9a2489a20,True,Sell Eth at Sushi,-0.017240708,-9,-28.682435460625776
6564268923794679805,5900475239077326629,18,1274121254389230568935097,1114494367990811426942849,0x2ba8349123de45e931a8c8264c332e6e9cf593f9,True,Sell Eth at Uni,0.032849075,-8,-13.381212090764794
27178167409282919046,218690157787731795636,18,54385831361846736337123527,436049392341418687568051476,0x8a6d4c8735371ebaf8874fbd518b56edd66024eb,False,-,-0.029305869,0,0.0
4179671101114113761,4116967018817048600,18,77353394380076234903784631471156,75740974822505914194348874148791,0xc276a3d9c5443de32fde5b5719763c6ff7790a10,False,-,-6.1982e-05,0,0.0
22433329191237463490,22059948790187466689,18,6693240399207103626572788,6559436741284798246250044,0xb31ef9e52d94d4120eb44fe1ddfde5b4654a6515,False,-,-0.014488777,0,0.0
27920176220697728574,122436738176030572794,18,3497400230248778157188,15326636609496297982294,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,False,-,-0.060792034,0,0.0
5626125433765808746,52746530176007395918,18,3632195153478648645152,34316934279768898055894,0x92d6c1e31e14520e676a687f0a93788b716beff5,True,Sell Eth at Sushi,-0.034931367,-9,-14.156488479408623
138556927876190029123,6698030493244226056,9,84061224175029108,4057377193327194,0xe0a189c975e4928222978a74517442239a0b86ff,False,-,-14320751.354812784,0,0.0
1550464265649977151318,666844273016557647583,18,4171541215511666087208946869137,1795855242536498998845112524015,0xc669928185dbce49d2230cc9b0979be6dc797957,False,-,-1.628778216,0,0.0
2007439082490245887,2025354036828936239,18,2858334883699166894543,2870459773394531695764,0xeb8eec5a2dbf6e6f4cc542ad31cce706f8f80419,False,-,-0.00068546,0,0.0
32782793024755115228,3832254539976938391,18,13593004564557675813016,1573708192844748753358,0x4d224452801aced8b2f0aebe155379bb5d594381,True,Sell Eth at Uni,0.006267938,-9,-78.8944457500209
124273371700520310469,129402184676163598328,18,398070019165769514350314,408650080244435960557345,0xe76c6c83af64e4c60245d8c7de953df673a7a33d,True,Sell Eth at Uni,0.259831501,-5,-1.0573208932248546
4617839196564843415,7546026502672991985,18,734498447042389058576002,1212340130231623474047967,0x46e98ffe40e408ba6412beb670507e083c8b95ff,True,Sell Eth at Sushi,-0.023057906,-9,-21.446244706934554
35989130053197610530,498716806366607260080,18,2178247191489684757554815,30364351477610295259964680,0x00813e3421e1367353bfe7615c7f7f133c89df74,False,-,-0.200456488,0,0.0
1719763329424316398,216327180562823537407,18,2069805448912572478518,264131086858633258486281,0xf57e7e7c23978c3caec3c3548e3d615c346e79ff,True,Sell Eth at Sushi,-0.017364682,-9,-28.477659107462753
17023674875030951627,2146882943868255483,18,1313061437073856587488320,159417821302741233604862,0xab2a7b5876d707e0126b3a75ef7781c77c8877ee,True,Sell Eth at Uni,0.029887249,-8,-14.70729004066047
9722603966167095467,1264526069768628268,18,658216772663901110864247,86355237840021449247149,0xc13f4f0f865bac08f62654b57e38669ebc4747a3,True,Sell Eth at Sushi,-0.008304663,-9,-59.54552213683981
