,token0,token1,token,pair_address_sushi,pair_address_uni
0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc
1,0x6b175474e89094c44da98b954eedeac495271d0f,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x6b175474e89094c44da98b954eedeac495271d0f,0xc3d03e4f041fd4cd388c549ee2a29a9e5075882f,0xa478c2975ab1ea89e8196811f51a7b7ade33eb11
2,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xceff51756c56ceffca006cd410b03ffc46dd3a58,0xbb2b8038a1640196fbe3e38816f3e67cba72d940
3,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,0xa1d7b2d891e3a1f9ef4bbc5be20630c2feb1c470,0x43ae24960e5534731fc831386c07755a2dc33d47
4,0x514910771af9ca656af840dff83e8264ecf986ca,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x514910771af9ca656af840dff83e8264ecf986ca,0xc40d16476380e4037e6b1a2594caf6a6cc8da967,0xa2107fa5b38d9bbd2c461d6edf11b11a50f6b974
5,0xaaaebe6fe48e54f431b0c390cfaf0b017d09d42d,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xaaaebe6fe48e54f431b0c390cfaf0b017d09d42d,0x796bc3622a6e0cd32e7bc02a9b6d6fdcbaf1cb26,0xa5e79baee540f000ef6f23d067cd3ac22c7d9fe6
6,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,0xba13afecda9beb75de5c56bbaf696b880a5a50dd,0xc2adda861f89bbb333c90c492cb837741916a225
7,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xd46ba6d942050d489dbd938a2c909a5d5039a161,0xd46ba6d942050d489dbd938a2c909a5d5039a161,0xcb2286d9471cc185281c4f763d34a962ed212962,0xc5be99a02c6857f9eac67bbce58df5572498f40c
8,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xe41d2489571d322189246dafa5ebde1f4699f498,0xe41d2489571d322189246dafa5ebde1f4699f498,0x0bc5ae46c32d99c434b7383183aca16dd6e9bdc8,0xc6f348dd3b91a56d117ec0071c1e9b83c0996de4
9,0x57ab1ec28d129707052df4df418d58a2d46d5f51,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x57ab1ec28d129707052df4df418d58a2d46d5f51,0xf1f85b2c54a2bd284b1cf4141d64fd171bd85539,0xf80758ab42c3b07da84053fd88804bcb6baa4b5c
10,0x93ed3fbe21207ec2e8f2d3c3de6e058cb73bc04d,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x93ed3fbe21207ec2e8f2d3c3de6e058cb73bc04d,0xef4f1d5007b4ff88c1a56261fec00264af6001fb,0x343fd171caf4f0287ae6b87d75a8964dc44516ab
11,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,0x1bec4db6c3bc499f3dbf289f5499c30d541fec97,0x11b1f53204d03e5529f09eb3091939e4fd8c9cf3
12,0x8a9c67fee641579deba04928c4bc45f66e26343a,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x8a9c67fee641579deba04928c4bc45f66e26343a,0xf1360c4ae1cead17b588ec1111983d2791b760d3,0x2b6a25f7c54f43c71c743e627f5663232586c39f
13,0x607f4c5bb672230e8672085532f7e901544a7375,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x607f4c5bb672230e8672085532f7e901544a7375,0x75382c52b6f90b3f8014bfcadac2386513f1e3bc,0x6d57a53a45343187905aad6ad8ed532d105697c1
14,0x408e41876cccdc0f92210600ef50372656052a38,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x408e41876cccdc0f92210600ef50372656052a38,0x611cde65dea90918c0078ac0400a72b0d25b9bb1,0x8bd1661da98ebdd3bd080f0be4e6d9be8ce9858c
15,0x0000000000085d4780b73119b644ae5ecd22b376,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x0000000000085d4780b73119b644ae5ecd22b376,0x760166fa4f227da29ecac3bec348f5fa853a1f3c,0xb4d0d9df2738abe81b87b66c80851292492d1404
16,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,0x7f8f7dd53d1f3ac1052565e3ff451d7fe666a311,0x819f3450da6f110ba6ea52195b3beafa246062de
17,0x04fa0d235c4abf4bcf4787af4cf447de572ef828,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x04fa0d235c4abf4bcf4787af4cf447de572ef828,0x001b6450083e531a5a7bf310bd2c1af4247e23d4,0x88d97d199b9ed37c29d846d00d443de980832a22
18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xdac17f958d2ee523a2206206994597c13d831ec7,0xdac17f958d2ee523a2206206994597c13d831ec7,0x06da0fd433c1a5d7a4faa01111c044910a184553,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852
19,0xba11d00c5f74255f56a5e366f4f77f5a186d7f55,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xba11d00c5f74255f56a5e366f4f77f5a186d7f55,0xa75f7c2f025f470355515482bde9efa8153536a8,0xf421c3f2e695c2d4c0765379ccace8ade4a480d9
20,0x80fb784b7ed66730e8b1dbd9820afd29931aab03,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x80fb784b7ed66730e8b1dbd9820afd29931aab03,0x5e63360e891bd60c69445970256c260b0a6a54c6,0xab3f9bf1d81ddb224a2014e98b238638824bcf20
21,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xf293d23bf2cdc05411ca0eddd588eb1977e8dcd4,0xf293d23bf2cdc05411ca0eddd588eb1977e8dcd4,0x0b1ed1d00197ce84f0c86003ec4c7f2f06538abc,0x2a66392317698c5818df7a72a58556049f0ae6f2
22,0x0ae055097c6d159879521c384f1d2123d1f195e6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x0ae055097c6d159879521c384f1d2123d1f195e6,0x9fc5b87b74b9bd239879491056752eb90188106d,0x3b3d4eefdc603b232907a7f3d0ed1eea5c62b5f7
23,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xd26114cd6ee289accf82350c8d8487fedb8a0c07,0xd26114cd6ee289accf82350c8d8487fedb8a0c07,0x742c15d71ea7444964bc39b0ed729b3729adc361,0x48e313460dd00100e22230e56e0a87b394066844
24,0x55296f69f40ea6d20e478533c15a6b08b654e758,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x55296f69f40ea6d20e478533c15a6b08b654e758,0x0c967dff67bc0e7c4fb31b4bf67a513ae1752a00,0xa986f2a12d85c44429f574ba50c0e21052b18ba1
25,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xe3818504c1b32bf1557b16c238b2e01fd3149c17,0xe3818504c1b32bf1557b16c238b2e01fd3149c17,0x8fedca1b2aa38dd751bf4cb329d2a1fc5b26e8f2,0xae2d4004241254aed3f93873604d39883c8259f0
26,0x8290333cef9e6d528dd5618fb97a76f268f3edd4,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x8290333cef9e6d528dd5618fb97a76f268f3edd4,0x1241f4a348162d99379a23e73926cf0bfcbf131e,0x5201883feeb05822ce25c9af8ab41fc78ca73fa9
27,0x4c19596f5aaff459fa38b0f7ed92f11ae6543784,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x4c19596f5aaff459fa38b0f7ed92f11ae6543784,0xfceaaf9792139bf714a694f868a215493461446d,0xec6a6b7db761a5c9910ba8fcab98116d384b1b85
28,0x8a854288a5976036a725879164ca3e91d30c6a1b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x8a854288a5976036a725879164ca3e91d30c6a1b,0xbb19141e045b133169d7c7160c5e54a54cc821b2,0x2680a95fc9de215f1034f073185cc1f2a28b4107
29,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xec67005c4e498ec7f55e092bd1d35cbc47c91892,0xec67005c4e498ec7f55e092bd1d35cbc47c91892,0x2f8ac927aa94293461c75406e90ec0ccfb2748d9,0x15ab0333985fd1e289adf4fbbe19261454776642
30,0xc00e94cb662c3520282e6f5717214004a7f26888,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc00e94cb662c3520282e6f5717214004a7f26888,0x31503dcb60119a812fee820bb7042752019f2355,0xcffdded873554f362ac02f8fb1f02e5ada10516f
31,0x4730fb1463a6f1f44aeb45f6c5c422427f37f4d0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x4730fb1463a6f1f44aeb45f6c5c422427f37f4d0,0x38505b190a83383d4e75a6ac36fb3cd790389fff,0xb1562400feaa849c363127bb847693cca05c1080
32,0x998ffe1e43facffb941dc337dd0468d52ba5b48a,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x998ffe1e43facffb941dc337dd0468d52ba5b48a,0xbe1da348fd61bb6bf70670490722eeefc72af92e,0xff62b7767104ff2785ca4847b9445fd808516515
33,0x4e15361fd6b4bb609fa63c81a2be19d873717870,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x4e15361fd6b4bb609fa63c81a2be19d873717870,0x0e26a21013f2f8c0362cfae608b4e69a249d5efc,0x1ffc57cada109985ad896a69fbcebd565db4290e
34,0x8ab7404063ec4dbcfd4598215992dc3f8ec853d7,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x8ab7404063ec4dbcfd4598215992dc3f8ec853d7,0x364248b2f1f57c5402d244b2d469a35b4c0e9dab,0x8cb77ea869def8f7fdeab9e4da6cf02897bbf076
35,0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,0x2fdbadf3c4d5a8666bc06645b8358ab803996e28
36,0xa3bed4e1c75d00fa6f4e5e6922db7261b5e9acd2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa3bed4e1c75d00fa6f4e5e6922db7261b5e9acd2,0x663242d053057f317a773d7c262b700616d0b9a0,0x0d0d65e7a7db277d3e0f5e1676325e75f3340455
37,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xfca59cd816ab1ead66534d82bc21e7515ce441cf,0xfca59cd816ab1ead66534d82bc21e7515ce441cf,0x53aabccae8c1713a6a150d9981d2ee867d0720e8,0x86fef14c27c78deaeb4349fd959caa11fc5b5d75
38,0x4bd70556ae3f8a6ec6c4080a0c327b24325438f3,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x4bd70556ae3f8a6ec6c4080a0c327b24325438f3,0xe53c884c5a297713197217509ffb654c9677b347,0xd64224a4c2bed96c75df9517b2d77aebb13f0e37
39,0x50d1c9771902476076ecfc8b2a83ad6b9355a4c9,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x50d1c9771902476076ecfc8b2a83ad6b9355a4c9,0x7825de5586e4d2fd04459091bbe783fa243e1bf3,0xf04543fbf20daee9b0357db966428ef2a4ae0f5a
40,0x2ba592f78db6436527729929aaf6c908497cb200,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x2ba592f78db6436527729929aaf6c908497cb200,0xf169cea51eb51774cf107c88309717dda20be167,0xddf9b7a31b32ebaf5c064c80900046c9e5b7c65f
41,0x595832f8fc6bf59c85c527fec3740a1b7a361269,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x595832f8fc6bf59c85c527fec3740a1b7a361269,0x72075636be2603b91be1cda70fab6ef21ca86989,0x3c442bab170f19dd40d0b1a405c9d93b088b9332
42,0xade00c28244d5ce17d72e40330b1c318cd12b7c3,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xade00c28244d5ce17d72e40330b1c318cd12b7c3,0x9cbc2a6ab3f10edf7d71c9cf3b6bdb7ee5629550,0xd3772a963790fede65646cfdae08734a17cd0f47
43,0x476c5e26a75bd202a9683ffd34359c0cc15be0ff,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x476c5e26a75bd202a9683ffd34359c0cc15be0ff,0x117d4288b3635021a3d612fe05a3cbf5c717fef2,0xcc3d1ecef1f9fd25599dbea2755019dc09db3c54
44,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xd533a949740bb3306d119cc777fa900ba034cd52,0xd533a949740bb3306d119cc777fa900ba034cd52,0x58dc5a51fe44589beb22e8ce67720b5bc5378009,0x3da1313ae46132a397d90d95b1424a9a7e3e0fce
45,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,0x795065dcc9f64b5614c407a6efdc400da6221fb0,0xce84867c3c02b05dc570d0135103d3fb9cc19433
46,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xddb3422497e61e13543bea06989c0789117555c5,0xddb3422497e61e13543bea06989c0789117555c5,0x717385e1a702f90b6eb8cd23150702ca7217b626,0xa2b04f8133fc25887a436812eae384e32a8a84f2
47,0x38e4adb44ef08f22f5b5b76a8f0c2d0dcbe7dca1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x38e4adb44ef08f22f5b5b76a8f0c2d0dcbe7dca1,0x1c580cc549d03171b13b55074dc1658f60641c73,0x12d4444f96c644385d8ab355f6ddf801315b6254
48,0xa0246c9032bc3a600820415ae600c6388619a14d,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa0246c9032bc3a600820415ae600c6388619a14d,0x69b39b89f9274a16e8a19b78e5eb47a4d91dac9e,0x56feaccb7f750b997b36a68625c7c596f0b41a58
49,0x557b933a7c2c45672b610f8954a3deb39a51a8ca,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x557b933a7c2c45672b610f8954a3deb39a51a8ca,0xc926990039045611eb1de520c1e249fd0d20a8ea,0x724d5c9c618a2152e99a45649a3b8cf198321f46
50,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xff20817765cb7f73d4bde2e66e067e58d11095c2,0xff20817765cb7f73d4bde2e66e067e58d11095c2,0x15e86e6f65ef7ea1dbb72a5e51a07926fb1c82e3,0x08650bb9dc722c9c8c62e79c2bafa2d3fc5b3293
51,0x429881672b9ae42b8eba0e26cd9c73711b891ca5,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x429881672b9ae42b8eba0e26cd9c73711b891ca5,0x269db91fc3c7fcc275c2e6f22e5552504512811c,0xdc98556ce24f007a5ef6dc1ce96322d65832a819
52,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0x34b13f8cd184f55d0bd4dd1fe6c07d46f245c7ed,0x4d5ef58aac27d99935e5b6b4a6778ff292059991
53,0xbc396689893d065f41bc2c6ecbee5e0085233447,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xbc396689893d065f41bc2c6ecbee5e0085233447,0x8486c538dcbd6a707c5b3f730b6413286fe8c854,0xf66369997ae562bc9eec2ab9541581252f9ca383
54,0x584bc13c7d411c00c01a62e8019472de68768430,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x584bc13c7d411c00c01a62e8019472de68768430,0x6463bd6026a2e7bfab5851b62969a92f7cca0eb6,0x1273ad5d8f3596a7a39efdb5a4b8f82e8f003fc3
55,0x15d4c048f83bd7e37d49ea4c83a07267ec4203da,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x15d4c048f83bd7e37d49ea4c83a07267ec4203da,0xfa405a40d3fe345e3d5e460c8d9da39ac0fb13bd,0xbe19c32b4cd202407e8eeb73e4e2949438461ae3
56,0x5f64ab1544d28732f0a24f4713c2c8ec0da089f0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x5f64ab1544d28732f0a24f4713c2c8ec0da089f0,0xd3c41c080a73181e108e0526475a690f3616a859,0xa1444ac5b8ac4f20f748558fe4e848087f528e00
57,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0xdafd66636e2561b0284edde37e42d192f2844d40,0xd3d2e2692501a5c9ca623199d38826e513033a17
58,0x86ed939b500e121c0c5f493f399084db596dad20,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x86ed939b500e121c0c5f493f399084db596dad20,0xe364992388319410c62eb4595d848c8ceb41172b,0x3f75a5b408feb14cba3d21bd934dc5b88908f105
59,0x9d47894f8becb68b9cf3428d256311affe8b068b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x9d47894f8becb68b9cf3428d256311affe8b068b,0x67e475577b4036ee4f0f12fa2d538ed18cef48e3,0xfaab5238f5d2163e25518b0c1af205da0f783dd0
60,0x967da4048cd07ab37855c090aaf366e4ce1b9f48,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x967da4048cd07ab37855c090aaf366e4ce1b9f48,0xee35e548c7457fcdd51ae95ed09108be660ea374,0x9b7dad79fc16106b47a3dab791f389c167e15eb0
61,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0xd75ea151a61d06868e31f8988d28dfe5e9df57b4,0xdfc14d2af169b0d36c4eff567ada9b2e0cae044f
62,0xad32a8e6220741182940c5abf610bde99e737b2d,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xad32a8e6220741182940c5abf610bde99e737b2d,0x97f34c8e5992eb985c5f740e7ee8c7e48a1de76a,0xe8846b27988ff52c371d5bd27bf8dba4097c93d2
63,0x0954906da0bf32d5479e25f46056d22f08464cab,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x0954906da0bf32d5479e25f46056d22f08464cab,0xa73df646512c82550c2b3c0324c4eedee53b400c,0x3452a7f30a712e415a0674c0341d44ee9d9786f9
64,0xa1faa113cbe53436df28ff0aee54275c13b40975,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa1faa113cbe53436df28ff0aee54275c13b40975,0xf55c33d94150d93c2cfb833bcca30be388b14964,0x60b2cc2c6ecd3dd89b4fd76818ef83186e2f2931
65,0x0202be363b8a4820f3f4de7faf5224ff05943ab1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x0202be363b8a4820f3f4de7faf5224ff05943ab1,0xc4b26b26d720467d96e18f08664a888d4116cea6,0x99dfde431b40321a35deb6aeb55cf338ddd6eccd
66,0x4fe83213d56308330ec302a8bd641f1d0113a4cc,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x4fe83213d56308330ec302a8bd641f1d0113a4cc,0x04444d365324134e58104b1d874d00dc68dcea53,0x3a8afc58b70b34a0a5615d3a5ffe623ca1fa92b8
67,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xe28b3b32b6c345a34ff64674606124dd5aceca30,0xe28b3b32b6c345a34ff64674606124dd5aceca30,0xfb3cd0b8a5371fe93ef92e3988d30df7931e2820,0x3c70f4faea49e50adc8305f2e1aa0ea326a54ffc
68,0x1416946162b1c2c871a73b07e932d2fb6c932069,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1416946162b1c2c871a73b07e932d2fb6c932069,0x913f64a61b6ed70f658d23bbc84665d07be79aac,0x5cd0dba2365c35620d6cb938385a029199a9a293
69,0xa1d6df714f91debf4e0802a542e13067f31b8262,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa1d6df714f91debf4e0802a542e13067f31b8262,0xc44821a9c3d8835cba6d17f4c4db4133b1d7c382,0x4214290310264a27b0ba8cff02b4c592d0234aa1
70,0xa117000000f279d81a1d3cc75430faa017fa5a2e,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa117000000f279d81a1d3cc75430faa017fa5a2e,0x201e6a9e75df132a8598720433af35fe8d73e94d,0x9def9511fec79f83afcbffe4776b1d817dc775ae
71,0x1ceb5cb57c4d4e2b2433641b95dd330a33185a44,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1ceb5cb57c4d4e2b2433641b95dd330a33185a44,0xaf988aff99d3d0cb870812c325c588d8d8cb7de8,0x87febfb3ac5791034fd5ef1a615e9d9627c2665d
72,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xea319e87cf06203dae107dd8e5672175e3ee976c,0xea319e87cf06203dae107dd8e5672175e3ee976c,0x0bff31d8179da718a7ee3669853cf9978c90a24a,0x32d588fd4d0993378995306563a04af5fa162dec
73,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xfa5047c9c78b8877af97bdcb85db743fd7313d4a,0xfa5047c9c78b8877af97bdcb85db743fd7313d4a,0xf13eef1c6485348b9c9fa0d5df2d89accc5b0147,0x70ec2fa6eccf4010eaf572d1c1a7bcbc72dec983
74,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xf5d669627376ebd411e34b98f19c868c8aba5ada,0xf5d669627376ebd411e34b98f19c868c8aba5ada,0x35a0d9579b1e886702375364fe9c540f97e4517b,0x24b24af104c961da1ba5bccce4410d49aa558477
75,0x630d98424efe0ea27fb1b3ab7741907dffeaad78,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x630d98424efe0ea27fb1b3ab7741907dffeaad78,0x5399a36f54ca91a5db5c148eeb2b909bba81b82c,0x9c18a2f9545112ab2fcbdd228536562406a53232
76,0x903bef1736cddf2a537176cf3c64579c3867a881,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x903bef1736cddf2a537176cf3c64579c3867a881,0x9cd028b1287803250b1e226f0180eb725428d069,0xd07d430db20d2d7e0c4c11759256adbcc355b20c
77,0x45080a6531d671ddff20db42f93792a489685e32,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x45080a6531d671ddff20db42f93792a489685e32,0x96335e7cdbcd91fb33c26991b00cc13a87a811b9,0x75001b3ffe0f77864c7dc64c55e1e22b205e4a07
